id_reserva,nombre,apellido,mail,competencia,fecha_reserva,inicio_estancia,final_estancia,nombre_hotel,ciudad,id_cliente,id_hotel,estrellas,precio_medio
166f113f-64cf-408d-b1c3-30ef155f8049,Ezequiel,Cuesta,ezequiel.cuesta@example.com,False,2025-02-10,2025-03-01,2025-03-03,Hotel Costa Azul,Madrid,1038,18,3.1184466019417476,284.282962962963
b4ec52c7-ac8d-4c68-93f2-56f80786978c,Telmo,Bartolomé,telmo.bartolomé@example.com,False,2025-02-05,2025-03-01,2025-03-03,Gran Hotel Madrid,Madrid,1039,9,3.0675675675675675,264.9671650485437
bec6c4c5-e6bf-4115-98d2-9c2f1161b77d,Débora,Solé,débora.solé@example.com,False,2025-02-07,2025-03-01,2025-03-03,Hotel Encanto Real,Madrid,1040,5,3.031311154598826,278.24399606299215
aca3e915-cf8f-4ee5-b921-f23f909f602b,Darío,Lasa,darío.lasa@example.com,False,2025-02-10,2025-03-01,2025-03-03,Hotel Torre Dorada,Madrid,1042,10,2.919921875,272.7331755424063
47f91472-4a34-4e03-9cd2-64bbf695dcdd,Fausto,Santiago,fausto.santiago@example.com,False,2025-02-01,2025-03-01,2025-03-03,Palacio del Sol,Madrid,1044,6,2.992156862745098,282.4921499013806
4d0ca33e-6881-4eaa-8c32-caf6273e468b,Lorenza,Lago,lorenza.lago@example.com,False,2025-02-12,2025-03-01,2025-03-03,Gran Hotel Madrid,Madrid,1045,9,3.0675675675675675,264.9671650485437
f6149a73-99ec-46f9-ad92-c4174a564beb,Anunciación,Flor,anunciación.flor@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Palacio Imperial,Madrid,1048,11,3.0064794816414686,272.24151515151516
25efcc1f-d69a-422f-a887-3341d57c6f09,María Belén,Cuéllar,maría belén.cuéllar@example.com,False,2025-02-07,2025-03-01,2025-03-03,Hotel Encanto Real,Madrid,1049,5,3.031311154598826,278.24399606299215
5e53a3e0-ed87-48e8-9742-891fe94d1025,Amaya,Aliaga,amaya.aliaga@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1051,3,3.0675675675675675,269.99844357976656
32aa8648-0f85-4405-86bd-ffe32c5bc3eb,Jose Angel,Bermúdez,jose angel.bermúdez@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Rincón Sereno,Madrid,1053,16,2.998046875,277.31882352941176
b8fc310e-88a1-41eb-abf1-f772cf208fda,Berta,Casas,berta.casas@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Luz de Madrid,Madrid,1055,12,3.0522388059701493,269.9356074766355
9202057b-976a-4e12-980e-d45cac1a2906,Salud,Rocha,salud.rocha@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1057,3,3.0675675675675675,269.99844357976656
2af9827a-93df-4f5e-ac7d-bdda0c84ed31,Úrsula,Font,úrsula.font@example.com,False,2025-02-09,2025-03-01,2025-03-03,Gran Hotel Madrid,Madrid,1058,9,3.0675675675675675,264.9671650485437
a099af97-fd17-4374-86fe-9aae15f39bff,Sabas,Perea,sabas.perea@example.com,False,2025-02-06,2025-03-01,2025-03-03,Gran Hotel Madrid,Madrid,1059,9,3.0675675675675675,264.9671650485437
73b6396e-25dc-4516-9a8a-047fbdf14eb3,Asunción,Sanmiguel,asunción.sanmiguel@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Maravilla Real,Madrid,1060,19,2.9788583509513744,284.4021186440678
7d8a031b-affa-4506-8a21-36e2e298da06,Jafet,Baró,jafet.baró@example.com,False,2025-02-05,2025-03-01,2025-03-03,Hotel Las Estrellas,Madrid,1061,8,2.906614785992218,271.7063529411765
4670b887-09ee-433b-afa1-556cbb1e930a,Adrián,Belda,adrián.belda@example.com,False,2025-02-09,2025-03-01,2025-03-03,Hotel Torre Dorada,Madrid,1063,10,2.919921875,272.7331755424063
444992a6-ce95-43c1-bf32-b9ce3d754672,Benigno,Granados,benigno.granados@example.com,False,2025-02-01,2025-03-01,2025-03-03,Hotel Los Almendros,Madrid,1064,13,3.0112570356472794,273.7629755178908
55d863f5-efd2-47ee-b047-b786c056ccef,Amílcar,Murillo,amílcar.murillo@example.com,False,2025-02-01,2025-03-01,2025-03-03,Hotel Jardines del Rey,Madrid,1065,7,2.9362549800796813,272.4023353293413
458f6999-9db0-4430-88ad-b5d91cfd6ff4,Jordán,Lopez,jordán.lopez@example.com,False,2025-02-09,2025-03-01,2025-03-03,Hotel Puerta del Cielo,Madrid,1066,4,3.0285171102661597,280.15124282982794
9631e12c-9835-45fe-a21a-6271086c3452,Sofía,Suárez,sofía.suárez@example.com,False,2025-02-03,2025-03-01,2025-03-03,Hotel Torre Dorada,Madrid,1068,10,2.919921875,272.7331755424063
ebd89c70-66d4-41d1-b218-dc9113ce6ce6,Ainara,Ramírez,ainara.ramírez@example.com,False,2025-02-03,2025-03-01,2025-03-03,Hotel Vista Alegre,Madrid,1069,17,2.9412915851272015,279.80214145383104
83b7096f-825e-4937-b0e2-4ec0391bc473,Segismundo,Solera,segismundo.solera@example.com,False,2025-02-11,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1071,3,3.0675675675675675,269.99844357976656
fc781901-7248-4af2-a828-9940d73e7cd9,Luisa,Nicolau,luisa.nicolau@example.com,False,2025-02-10,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1073,3,3.0675675675675675,269.99844357976656
dcffa24b-86dc-4814-9b26-e1264d8c3f03,César,Ibarra,césar.ibarra@example.com,False,2025-02-03,2025-03-01,2025-03-03,Hotel Vista Alegre,Madrid,1074,17,2.9412915851272015,279.80214145383104
16995b12-8790-4bb4-9e39-ad5eccbeb90d,Brunilda,Sanabria,brunilda.sanabria@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Vista Alegre,Madrid,1075,17,2.9412915851272015,279.80214145383104
1947713f-2d04-4f87-979d-47b803207fee,Gervasio,Lopez,gervasio.lopez@example.com,False,2025-02-06,2025-03-01,2025-03-03,Hotel Jardines del Rey,Madrid,1076,7,2.9362549800796813,272.4023353293413
2e03c019-93d2-42ff-a9a4-9351952b3244,Sandra,Benet,sandra.benet@example.com,False,2025-02-06,2025-03-01,2025-03-03,Gran Hotel Madrid,Madrid,1077,9,3.0675675675675675,264.9671650485437
1706822e-7d2e-4287-a953-1f039ae68551,Calixta,Alcolea,calixta.alcolea@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Vista Alegre,Madrid,1079,17,2.9412915851272015,279.80214145383104
692a26ac-4f64-4e7d-aeb9-3c0ab9225d8d,Ángeles,Guzmán,ángeles.guzmán@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Los Almendros,Madrid,1080,13,3.0112570356472794,273.7629755178908
509d1ab0-6acc-4c42-b352-4d8e86dfa96d,Salvador,Barral,salvador.barral@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Brisas del Mar,Madrid,1082,2,3.088014981273408,275.2259210526316
02fd1dcf-b5ef-4efc-9e02-0f7ba1d641b6,Abilio,Portero,abilio.portero@example.com,False,2025-02-04,2025-03-01,2025-03-03,Hotel Puerta del Cielo,Madrid,1083,4,3.0285171102661597,280.15124282982794
ca9bfa6c-1449-4239-9595-779c090af54b,Josefina,Torrecilla,josefina.torrecilla@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Jardines del Rey,Madrid,1085,7,2.9362549800796813,272.4023353293413
5a5dd3f5-d360-4242-a827-2729e9d0fd61,Manu,Gelabert,manu.gelabert@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Los Almendros,Madrid,1086,13,3.0112570356472794,273.7629755178908
b7055550-984b-48e4-83f6-637b7f4dd78c,Cruz,Barrera,cruz.barrera@example.com,False,2025-02-09,2025-03-01,2025-03-03,Hotel Las Estrellas,Madrid,1087,8,2.906614785992218,271.7063529411765
013e4092-d233-4c2f-a772-9e66270e30a4,Joel,Quintanilla,joel.quintanilla@example.com,False,2025-02-02,2025-03-01,2025-03-03,Palacio del Sol,Madrid,1092,6,2.992156862745098,282.4921499013806
286afb47-7932-4250-987a-688b472b5344,Aníbal,Bilbao,aníbal.bilbao@example.com,False,2025-02-06,2025-03-01,2025-03-03,Hotel Palacio Imperial,Madrid,1094,11,3.0064794816414686,272.24151515151516
d76d1cf2-0f78-4463-8fa8-51fe47c6c5ab,Juan Carlos,Fuente,juan carlos.fuente@example.com,False,2025-02-09,2025-03-01,2025-03-03,Hotel Jardines del Rey,Madrid,1096,7,2.9362549800796813,272.4023353293413
6de8b910-ab44-4a14-8369-f2723da145ed,Ignacio,Velasco,ignacio.velasco@example.com,False,2025-02-04,2025-03-01,2025-03-03,Hotel Sol y Luna,Madrid,1101,14,3.0089766606822264,267.93135869565214
f302dfc4-bdf4-40f0-b08c-6821d3044e5f,Paco,Bayona,paco.bayona@example.com,False,2025-02-11,2025-03-01,2025-03-03,Hotel Mirador Real,Madrid,1102,15,2.9774859287054407,273.2852741020794
6741430e-762d-4548-9616-fc40362e0447,Rafael,López,rafael.lópez@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Monte Verde,Madrid,1103,1,3.1036363636363635,276.61238095238093
dd64cf88-9b1f-42ec-9340-39806f5bd744,Perla,Mate,perla.mate@example.com,False,2025-02-08,2025-03-01,2025-03-03,Hotel Torre Dorada,Madrid,1104,10,2.919921875,272.7331755424063
d7978bb9-da0f-468c-977f-2062c1262a8c,Olga,Marí,olga.marí@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1106,3,3.0675675675675675,269.99844357976656
49788f88-6522-4400-96c5-12757260aaeb,Cristóbal,Cañizares,cristóbal.cañizares@example.com,False,2025-02-04,2025-03-01,2025-03-03,Hotel Monte Verde,Madrid,1107,1,3.1036363636363635,276.61238095238093
2cb6159f-ce6f-4c76-ad5c-fb471135b3b5,Humberto,Novoa,humberto.novoa@example.com,False,2025-02-03,2025-03-01,2025-03-03,Hotel Monte Verde,Madrid,1110,1,3.1036363636363635,276.61238095238093
24bce2d2-a496-4d15-aa24-8796f173f0c7,Fabiana,Laguna,fabiana.laguna@example.com,False,2025-02-07,2025-03-01,2025-03-03,Hotel Los Almendros,Madrid,1111,13,3.0112570356472794,273.7629755178908
fe3a68d9-f2ea-4af4-9512-5d890ed26aa2,Teo,Lloret,teo.lloret@example.com,False,2025-02-01,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1113,3,3.0675675675675675,269.99844357976656
05d40d78-a173-4044-9c72-ae9c2d8548d6,Nazario,Castrillo,nazario.castrillo@example.com,False,2025-02-08,2025-03-01,2025-03-03,Hotel Torre Dorada,Madrid,1114,10,2.919921875,272.7331755424063
1696721f-a366-492c-8e7e-ce2bbd11e0b2,Juan Francisco,Cuéllar,juan francisco.cuéllar@example.com,False,2025-02-09,2025-03-01,2025-03-03,Hotel Jardines del Rey,Madrid,1115,7,2.9362549800796813,272.4023353293413
a5ad5040-06cf-47ca-9960-553a91600ce7,Jessica,Company,jessica.company@example.com,False,2025-02-07,2025-03-01,2025-03-03,Hotel Monte Verde,Madrid,1118,1,3.1036363636363635,276.61238095238093
241e331b-007f-48d2-a184-7164c13d1cda,Eusebio,Ropero,eusebio.ropero@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Jardines del Rey,Madrid,1120,7,2.9362549800796813,272.4023353293413
3fad3c2e-e8aa-437b-8c61-53c7e4b912b1,Mario,Pastor,mario.pastor@example.com,False,2025-02-11,2025-03-01,2025-03-03,Hotel Encanto Real,Madrid,1121,5,3.031311154598826,278.24399606299215
6a8b8b3d-bbde-4cb9-b9d4-68029065564c,Paulino,Ramos,paulino.ramos@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Vista Alegre,Madrid,1124,17,2.9412915851272015,279.80214145383104
9a69e4c1-f738-47a9-8d37-98c04675c506,Jordi,Cámara,jordi.cámara@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Costa Azul,Madrid,1126,18,3.1184466019417476,284.282962962963
2c74f8b9-05a8-4d01-95f7-63ce3ed5671f,Amador,Escobar,amador.escobar@example.com,False,2025-02-09,2025-03-01,2025-03-03,Palacio del Sol,Madrid,1128,6,2.992156862745098,282.4921499013806
77204866-fdb5-45b7-94db-51140a40b06e,Nazaret,Requena,nazaret.requena@example.com,False,2025-02-10,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1129,3,3.0675675675675675,269.99844357976656
5e9e808f-a53e-4255-9fc3-a4564be2063d,Otilia,Goñi,otilia.goñi@example.com,False,2025-02-03,2025-03-01,2025-03-03,Hotel Rincón Sereno,Madrid,1134,16,2.998046875,277.31882352941176
84902ee1-c371-4fb4-ad4e-bc8d6de33f45,Georgina,Ferrando,georgina.ferrando@example.com,False,2025-02-05,2025-03-01,2025-03-03,Hotel Mirador Real,Madrid,1135,15,2.9774859287054407,273.2852741020794
904651ef-0e30-4880-ad20-6bb392a80aaa,León,Baños,león.baños@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Encanto Real,Madrid,1136,5,3.031311154598826,278.24399606299215
92cdbb3d-7db3-4c60-b520-52107dc3cf18,León,Ortega,león.ortega@example.com,False,2025-02-08,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1137,3,3.0675675675675675,269.99844357976656
1f822ddd-d04f-4cd4-8ac1-8c6c06583102,Salomón,Muñoz,salomón.muñoz@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Vista Alegre,Madrid,1138,17,2.9412915851272015,279.80214145383104
ce727457-b05d-4d48-b5e5-002a1a7274a8,David,Julián,david.julián@example.com,False,2025-02-03,2025-03-01,2025-03-03,Hotel Palacio Imperial,Madrid,1139,11,3.0064794816414686,272.24151515151516
be8685ea-5cc1-4983-bfe8-ccdf5170642e,Corona,Falcón,corona.falcón@example.com,False,2025-02-04,2025-03-01,2025-03-03,Hotel Brisas del Mar,Madrid,1144,2,3.088014981273408,275.2259210526316
1fd11394-7e1e-482b-8c16-8cb598f41e16,Marcelo,Vendrell,marcelo.vendrell@example.com,False,2025-02-04,2025-03-01,2025-03-03,Hotel Mirador Real,Madrid,1149,15,2.9774859287054407,273.2852741020794
7078d68a-f0a9-4e31-bde8-25b5247a1f38,Sebastian,Morera,sebastian.morera@example.com,False,2025-02-05,2025-03-01,2025-03-03,Hotel Luz de Madrid,Madrid,1150,12,3.0522388059701493,269.9356074766355
a0d92562-1485-4306-9dfb-a0078b2d0563,Manolo,Castejón,manolo.castejón@example.com,False,2025-02-03,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1151,3,3.0675675675675675,269.99844357976656
ce0aa969-ffa5-4e65-8eee-fcdeef2505f4,Graciana,Pinilla,graciana.pinilla@example.com,False,2025-02-09,2025-03-01,2025-03-03,Hotel Sol y Luna,Madrid,1152,14,3.0089766606822264,267.93135869565214
790cd2e1-ce99-4131-9c7d-73f3534dea93,Vanesa,Dávila,vanesa.dávila@example.com,False,2025-02-08,2025-03-01,2025-03-03,Hotel Las Estrellas,Madrid,1153,8,2.906614785992218,271.7063529411765
18eff31c-cd63-4c05-a3f1-a0b05998018e,Marcial,Ramis,marcial.ramis@example.com,False,2025-02-07,2025-03-01,2025-03-03,Hotel Monte Verde,Madrid,1154,1,3.1036363636363635,276.61238095238093
edfdc0ed-e580-4373-9317-f56cd55f8ef9,Aarón,Mateu,aarón.mateu@example.com,False,2025-02-04,2025-03-01,2025-03-03,Hotel Los Almendros,Madrid,1155,13,3.0112570356472794,273.7629755178908
99d760d9-b9a0-4c9d-9e6d-d706238a743a,Tito,Montserrat,tito.montserrat@example.com,False,2025-02-06,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1156,3,3.0675675675675675,269.99844357976656
737db8d2-ef89-4a22-850f-5140b2cc1e9b,Vasco,García,vasco.garcía@example.com,False,2025-02-07,2025-03-01,2025-03-03,Hotel Encanto Real,Madrid,1157,5,3.031311154598826,278.24399606299215
eeea3e90-5d2e-4388-a71c-23f539a47218,Nadia,Doménech,nadia.doménech@example.com,False,2025-02-08,2025-03-01,2025-03-03,Hotel Sol y Luna,Madrid,1158,14,3.0089766606822264,267.93135869565214
49f515de-4edd-4cbd-909a-7c4f53d16da6,Loreto,Villalba,loreto.villalba@example.com,False,2025-02-08,2025-03-01,2025-03-03,Palacio del Sol,Madrid,1159,6,2.992156862745098,282.4921499013806
3cc3f204-5347-4617-869f-cd1983b30c65,Estefanía,Naranjo,estefanía.naranjo@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Brisas del Mar,Madrid,1160,2,3.088014981273408,275.2259210526316
71d78fbd-4cbe-466f-b928-908ea21d416c,Arturo,Hierro,arturo.hierro@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Sol y Luna,Madrid,1163,14,3.0089766606822264,267.93135869565214
5fe3f4a7-18e8-4fbd-b6c8-d6f0299f5af1,Emiliana,Beltran,emiliana.beltran@example.com,False,2025-02-06,2025-03-01,2025-03-03,Hotel Jardines del Rey,Madrid,1164,7,2.9362549800796813,272.4023353293413
5bc1f02e-486a-4c23-aba4-1a4291958e21,Rodrigo,Urrutia,rodrigo.urrutia@example.com,False,2025-02-05,2025-03-01,2025-03-03,Hotel Puerta del Cielo,Madrid,1166,4,3.0285171102661597,280.15124282982794
74e2b2c3-678d-49d5-9633-b5e0ef775ffb,Isidoro,Echeverría,isidoro.echeverría@example.com,False,2025-02-10,2025-03-01,2025-03-03,Hotel Brisas del Mar,Madrid,1169,2,3.088014981273408,275.2259210526316
f1252edf-cd6d-412d-9c99-47fdb83aeaaa,Josefa,Villaverde,josefa.villaverde@example.com,False,2025-02-06,2025-03-01,2025-03-03,Hotel Los Almendros,Madrid,1170,13,3.0112570356472794,273.7629755178908
a2d8a845-32af-4c60-b3a9-e74366b70db0,Cecilia,Ibañez,cecilia.ibañez@example.com,False,2025-02-12,2025-03-01,2025-03-03,Hotel Palacio Imperial,Madrid,1171,11,3.0064794816414686,272.24151515151516
93daea01-9f1a-4f34-b5e1-24ec1bd7b72b,Victoria,Salmerón,victoria.salmerón@example.com,False,2025-02-11,2025-03-01,2025-03-03,Hotel Torre Dorada,Madrid,1176,10,2.919921875,272.7331755424063
de06e925-4221-416a-90d4-00bc635dd8c5,Mar,Taboada,mar.taboada@example.com,False,2025-02-06,2025-03-01,2025-03-03,Hotel Encanto Real,Madrid,1177,5,3.031311154598826,278.24399606299215
0d986817-dbeb-4beb-9fc1-777a1e9f7cb2,Maricruz,Huertas,maricruz.huertas@example.com,False,2025-02-11,2025-03-01,2025-03-03,Hotel Torre Dorada,Madrid,1178,10,2.919921875,272.7331755424063
e98bca35-fc68-46ab-a04e-8df6db644e15,Leonel,Vázquez,leonel.vázquez@example.com,False,2025-02-06,2025-03-01,2025-03-03,Hotel Monte Verde,Madrid,1179,1,3.1036363636363635,276.61238095238093
49dc985e-ca36-4692-9d8d-98b7bb5df716,Jorge,Llobet,jorge.llobet@example.com,False,2025-02-06,2025-03-01,2025-03-03,Hotel Monte Verde,Madrid,1180,1,3.1036363636363635,276.61238095238093
337f0a62-b5b0-4b4d-bfe8-aa043ad39af1,Nico,Montenegro,nico.montenegro@example.com,False,2025-02-11,2025-03-01,2025-03-03,Hotel Jardines del Rey,Madrid,1182,7,2.9362549800796813,272.4023353293413
86fbb1c4-9241-4b45-8bf5-3d59c79fe6da,Cecilio,Chacón,cecilio.chacón@example.com,False,2025-02-02,2025-03-01,2025-03-03,Hotel Costa Azul,Madrid,1183,18,3.1184466019417476,284.282962962963
d3500633-2caa-47b7-a6dd-796a37525dd2,Rodolfo,Corominas,rodolfo.corominas@example.com,False,2025-02-09,2025-03-01,2025-03-03,Hotel Sol y Luna,Madrid,1184,14,3.0089766606822264,267.93135869565214
2dd3d6b4-198f-468d-ac48-989847fec748,Bernardo,Ribera,bernardo.ribera@example.com,False,2025-02-05,2025-03-01,2025-03-03,Hotel Puerta del Cielo,Madrid,1185,4,3.0285171102661597,280.15124282982794
bd6deb8e-a500-4c0c-a706-24c1eec4fdce,Candela,Solano,candela.solano@example.com,False,2025-02-05,2025-03-01,2025-03-03,Hotel Los Almendros,Madrid,1186,13,3.0112570356472794,273.7629755178908
a7764d9c-3169-4669-91cf-8e205be4f5d7,María Luisa,Aller,maría luisa.aller@example.com,False,2025-02-11,2025-03-01,2025-03-03,Palacio del Sol,Madrid,1188,6,2.992156862745098,282.4921499013806
6455e672-2a92-49f3-9792-105c79f2bff1,Reyna,Rius,reyna.rius@example.com,False,2025-02-07,2025-03-01,2025-03-03,Hotel Rincón Sereno,Madrid,1191,16,2.998046875,277.31882352941176
f9ab1c28-737c-4b6a-9134-288f1d72bba7,Leandro,Ruano,leandro.ruano@example.com,False,2025-02-06,2025-03-01,2025-03-03,Hotel Jardines del Rey,Madrid,1193,7,2.9362549800796813,272.4023353293413
56025d69-5792-4f68-801a-5ffc77bd7e7c,Roque,Navarrete,roque.navarrete@example.com,False,2025-02-09,2025-03-01,2025-03-03,Hotel Camino del Sol,Madrid,1194,3,3.0675675675675675,269.99844357976656
2b63564b-a163-4aa0-a3a2-d8d956eee050,Nazaret,Quiroga,nazaret.quiroga@example.com,False,2025-02-09,2025-03-01,2025-03-03,Hotel Vista Alegre,Madrid,1195,17,2.9412915851272015,279.80214145383104
